month,date,in_lattice,lattice_rows,lattice_min,lattice_max,v4_day_file_present,v4_events_in_window,v4_mbo_all_in_window,v4_min,v4_max,v3_events_in_window,v3_mbo_all_in_window,v3_min,v3_max
2025-10,2025-10-27,true,25478,2025-10-27 14:00:00.001314873,2025-10-27 21:59:59.141437383,true,6528428,5280523,2025-10-27 14:00:00.000100357,2025-10-27 21:59:59.900596417,6519299,5279297,2025-10-27 14:00:00.000100357,2025-10-27 21:59:49.655438693
2025-10,2025-10-28,true,25537,2025-10-28 14:00:00.001278059,2025-10-28 21:58:54.208226883,true,8604673,7031381,2025-10-28 14:00:00.002174949,2025-10-28 21:59:59.900565033,8593183,7030420,2025-10-28 14:00:00.002174949,2025-10-28 21:58:53.535497961
2025-10,2025-10-29,true,25527,2025-10-29 14:00:00.014581341,2025-10-29 21:59:59.943823943,true,13383853,11079214,2025-10-29 14:00:00.000569927,2025-10-29 21:59:59.994943365,13352736,11078286,2025-10-29 14:00:00.000569927,2025-10-29 21:59:52.934296627
2025-10,2025-10-30,true,25554,2025-10-30 14:00:00.007181627,2025-10-30 21:59:59.550425903,true,15430029,12677257,2025-10-30 14:00:00.002528359,2025-10-30 21:59:59.960126409,15406382,12676141,2025-10-30 14:00:00.002528359,2025-10-30 21:59:54.303192911
2025-10,2025-10-31,true,25201,2025-10-31 14:00:00.003944495,2025-10-31 20:59:59.997018327,true,15114488,12383223,2025-10-31 14:00:00.000138113,2025-10-31 21:00:00.068028443,15093954,12382201,2025-10-31 14:00:00.000138113,2025-10-31 20:59:59.997018327
2025-11,2025-11-03,true,28800,2025-11-03 14:00:00.000024053,2025-11-03 21:59:59.000024053,true,14064579,11553459,2025-11-03 14:00:00.000082427,2025-11-03 21:59:59.908216635,14047339,11553824,2025-11-03 14:00:00.000082427,2025-11-03 21:59:59.908216635
2025-11,2025-11-04,true,28800,2025-11-04 14:00:00.006165795,2025-11-04 21:59:59.006165795,true,17937631,14600755,2025-11-04 14:00:00.000456269,2025-11-04 21:59:59.908668871,17914399,14601059,2025-11-04 14:00:00.000456269,2025-11-04 21:59:59.908668871
2025-11,2025-11-05,true,28800,2025-11-05 14:00:00.000010561,2025-11-05 21:59:59.000010561,true,13837533,11657516,2025-11-05 14:00:00.000141691,2025-11-05 21:59:59.947926141,13814278,11657776,2025-11-05 14:00:00.000141691,2025-11-05 21:59:59.947926141
2025-11,2025-11-06,true,28800,2025-11-06 14:00:00.000009693,2025-11-06 21:59:59.000009693,true,22263204,17478644,2025-11-06 14:00:00.000127063,2025-11-06 21:59:59.997640769,22223883,17478916,2025-11-06 14:00:00.000127063,2025-11-06 21:59:59.997640769
2025-11,2025-11-07,true,28801,2025-11-07 14:00:00.000011497,2025-11-07 21:59:59.705977835,true,20108091,16007667,2025-11-07 14:00:00.000197381,2025-11-07 21:59:59.705977835,20068550,16007667,2025-11-07 14:00:00.000197381,2025-11-07 21:59:59.705977835
2025-11,2025-11-10,true,28800,2025-11-10 14:00:00.000021323,2025-11-10 21:59:59.000021323,true,15496460,12688402,2025-11-10 14:00:00.000066797,2025-11-10 21:59:59.909004375,15477974,12688871,2025-11-10 14:00:00.000066797,2025-11-10 21:59:59.909004375
2025-11,2025-11-11,true,28800,2025-11-11 14:00:00.000015943,2025-11-11 21:59:59.000015943,true,15254690,12452116,2025-11-11 14:00:00.000298145,2025-11-11 21:59:59.908854177,15236785,12452337,2025-11-11 14:00:00.000298145,2025-11-11 21:59:59.908854177
2025-11,2025-11-12,true,28800,2025-11-12 14:00:00.000013997,2025-11-12 21:59:59.000013997,true,19940712,16509851,2025-11-12 14:00:00.000172327,2025-11-12 21:59:59.908284571,19917064,16510068,2025-11-12 14:00:00.000172327,2025-11-12 21:59:59.908284571
2025-11,2025-11-13,true,28800,2025-11-13 14:00:00.000016535,2025-11-13 21:59:59.000016535,true,25334374,20445839,2025-11-13 14:00:00.000585395,2025-11-13 21:59:59.908336213,25296485,20446127,2025-11-13 14:00:00.000585395,2025-11-13 21:59:59.908336213
2025-11,2025-11-14,true,28801,2025-11-14 14:00:00.000011129,2025-11-14 21:59:59.970594247,true,25186050,20381666,2025-11-14 14:00:00.000061851,2025-11-14 21:59:59.970594247,25149121,20381666,2025-11-14 14:00:00.000061851,2025-11-14 21:59:59.970594247
2025-11,2025-11-17,true,28800,2025-11-17 14:00:00.000011451,2025-11-17 21:59:59.000011451,true,24357822,19826494,2025-11-17 14:00:00.000095295,2025-11-17 21:59:59.999330145,24322224,19826864,2025-11-17 14:00:00.000095295,2025-11-17 21:59:59.999330145
2025-11,2025-11-18,true,28800,2025-11-18 14:00:00.000010445,2025-11-18 21:59:59.000010445,true,26105246,22588952,2025-11-18 14:00:00.000078207,2025-11-18 21:59:59.958927279,26045417,22589240,2025-11-18 14:00:00.000078207,2025-11-18 21:59:59.958927279
2025-11,2025-11-19,true,28800,2025-11-19 14:00:00.000008453,2025-11-19 21:59:59.000008453,true,25013551,22274439,2025-11-19 14:00:00.000416755,2025-11-19 21:59:59.973900289,24969657,22274607,2025-11-19 14:00:00.000416755,2025-11-19 21:59:59.973900289
2025-11,2025-11-20,true,28800,2025-11-20 14:00:00.000013879,2025-11-20 21:59:59.000013879,true,32754828,28599965,2025-11-20 14:00:00.001896175,2025-11-20 21:59:59.993736437,32678897,28600379,2025-11-20 14:00:00.001896175,2025-11-20 21:59:59.993736437
2025-11,2025-11-21,true,28801,2025-11-21 14:00:00.000014235,2025-11-21 21:59:59.908270529,true,29452087,24239069,2025-11-21 14:00:00.000285391,2025-11-21 21:59:59.908270529,29395049,24239069,2025-11-21 14:00:00.000285391,2025-11-21 21:59:59.908270529
2025-11,2025-11-24,true,28800,2025-11-24 14:00:00.000010809,2025-11-24 21:59:59.000010809,true,17765897,15125584,2025-11-24 14:00:00.000073337,2025-11-24 21:59:59.963973027,17741092,15126025,2025-11-24 14:00:00.000073337,2025-11-24 21:59:59.963973027
2025-11,2025-11-25,true,28800,2025-11-25 14:00:00.000009337,2025-11-25 21:59:59.000009337,true,19819646,15697766,2025-11-25 14:00:00.002178877,2025-11-25 21:59:59.909467083,19791188,15698208,2025-11-25 14:00:00.002178877,2025-11-25 21:59:59.909467083
2025-11,2025-11-26,true,28800,2025-11-26 14:00:00.000008937,2025-11-26 21:59:59.000008937,true,14707134,11868003,2025-11-26 14:00:00.000549193,2025-11-26 21:59:59.908184203,14688621,11868384,2025-11-26 14:00:00.000549193,2025-11-26 21:59:59.908184203
2025-11,2025-11-27,true,16760,2025-11-27 14:00:00.000009469,2025-11-27 21:59:30.851891769,false,,,,,465145,356970,2025-11-27 14:00:00.002300793,2025-11-27 21:59:29.851891769
2025-11,2025-11-28,true,15301,2025-11-28 14:00:00.698701113,2025-11-28 18:15:00.068071121,false,,,,,3455358,2786416,2025-11-28 14:00:00.148773467,2025-11-28 18:15:00.068071121
2025-12,2025-12-01,true,28800,2025-12-01 14:00:00.000016281,2025-12-01 21:59:59.000016281,true,16760578,13827204,2025-12-01 14:00:00.000284177,2025-12-01 21:59:59.908706823,16743345,13827472,2025-12-01 14:00:00.000284177,2025-12-01 21:59:59.908706823
2025-12,2025-12-02,true,28800,2025-12-02 14:00:00.000009071,2025-12-02 21:59:59.000009071,true,19724943,16336785,2025-12-02 14:00:00.000142057,2025-12-02 21:59:59.995005397,19705306,16337074,2025-12-02 14:00:00.000142057,2025-12-02 21:59:59.995005397
2025-12,2025-12-03,true,28800,2025-12-03 14:00:00.000013365,2025-12-03 21:59:59.000013365,true,15168291,12251581,2025-12-03 14:00:00.000247881,2025-12-03 21:59:59.944675139,15143219,12251828,2025-12-03 14:00:00.000247881,2025-12-03 21:59:59.944675139
2025-12,2025-12-04,true,28800,2025-12-04 14:00:00.000010341,2025-12-04 21:59:59.000010341,true,17178985,14459306,2025-12-04 14:00:00.000090695,2025-12-04 21:59:59.908410981,17161275,14459446,2025-12-04 14:00:00.000090695,2025-12-04 21:59:59.908410981
2025-12,2025-12-05,true,28801,2025-12-05 14:00:00.000011419,2025-12-05 21:59:59.938381141,true,15244361,12883274,2025-12-05 14:00:00.000178241,2025-12-05 21:59:59.938381141,15228747,12883274,2025-12-05 14:00:00.000178241,2025-12-05 21:59:59.938381141
2025-12,2025-12-08,true,28800,2025-12-08 14:00:00.000018733,2025-12-08 21:59:59.000018733,true,14191217,11800445,2025-12-08 14:00:00.000351633,2025-12-08 21:59:59.908479065,14174882,11800739,2025-12-08 14:00:00.000351633,2025-12-08 21:59:59.908479065
2025-12,2025-12-09,true,28800,2025-12-09 14:00:00.000010503,2025-12-09 21:59:59.000010503,true,11657398,9951252,2025-12-09 14:00:00.000177159,2025-12-09 21:59:59.922323233,11646695,9951396,2025-12-09 14:00:00.000177159,2025-12-09 21:59:59.922323233
2025-12,2025-12-10,true,28800,2025-12-10 14:00:00.000010623,2025-12-10 21:59:59.000010623,true,16254941,13651566,2025-12-10 14:00:00.000191567,2025-12-10 21:59:59.971476567,16230480,13651771,2025-12-10 14:00:00.000191567,2025-12-10 21:59:59.971476567
2025-12,2025-12-11,true,28800,2025-12-11 14:00:00.001912767,2025-12-11 21:59:59.001912767,true,16204949,13348168,2025-12-11 14:00:00.000192779,2025-12-11 21:59:59.784844573,16179712,13348283,2025-12-11 14:00:00.000192779,2025-12-11 21:59:59.784844573
2025-12,2025-12-12,true,28801,2025-12-12 14:00:00.000012125,2025-12-12 21:59:59.924726475,true,21186604,17449378,2025-12-12 14:00:00.000056911,2025-12-12 21:59:59.924726475,21149154,17449378,2025-12-12 14:00:00.000056911,2025-12-12 21:59:59.924726475
2025-12,2025-12-14,true,1,2025-12-14 14:09:05.065824739,2025-12-14 14:09:05.065824739,false,,,,,1172,1167,2025-12-14 14:09:04.065824739,2025-12-14 14:09:04.065824739
2025-12,2025-12-15,true,28800,2025-12-15 14:00:00.000014673,2025-12-15 21:59:59.000014673,true,13919024,9271361,2025-12-15 14:00:00.002333235,2025-12-15 21:59:59.908841771,13895926,9271576,2025-12-15 14:00:00.002333235,2025-12-15 21:59:59.908841771
2025-12,2025-12-16,true,28800,2025-12-16 14:00:00.000009743,2025-12-16 21:59:59.000009743,true,16067747,10724804,2025-12-16 14:00:00.002884697,2025-12-16 21:59:59.909399315,16057132,10724873,2025-12-16 14:00:00.002884697,2025-12-16 21:59:59.909399315
2025-12,2025-12-17,true,28800,2025-12-17 14:00:00.003503213,2025-12-17 21:59:59.003503213,true,20754161,16895524,2025-12-17 14:00:00.000037563,2025-12-17 21:59:59.872319909,20724751,16895804,2025-12-17 14:00:00.000037563,2025-12-17 21:59:59.872319909
2025-12,2025-12-18,true,28800,2025-12-18 14:00:00.000008549,2025-12-18 21:59:59.000008549,true,19915560,16244270,2025-12-18 14:00:00.000147661,2025-12-18 21:59:59.778687395,19892880,16244471,2025-12-18 14:00:00.000147661,2025-12-18 21:59:59.778687395
2025-12,2025-12-19,true,28801,2025-12-19 14:00:00.000009821,2025-12-19 21:59:59.934843431,true,13106271,10766840,2025-12-19 14:00:00.001011083,2025-12-19 21:59:59.934843431,13089875,10766840,2025-12-19 14:00:00.001011083,2025-12-19 21:59:59.934843431
2025-12,2025-12-22,true,28800,2025-12-22 14:00:00.000010527,2025-12-22 21:59:59.000010527,true,10019403,8381271,2025-12-22 14:00:00.000117961,2025-12-22 21:59:59.860318709,10009170,8381600,2025-12-22 14:00:00.000117961,2025-12-22 21:59:59.860318709
2025-12,2025-12-23,true,28800,2025-12-23 14:00:00.000015405,2025-12-23 21:59:59.000015405,true,8040991,6752250,2025-12-23 14:00:00.000053705,2025-12-23 21:59:59.909153575,8031717,6752670,2025-12-23 14:00:00.000053705,2025-12-23 21:59:59.909153575
2025-12,2025-12-24,true,15302,2025-12-24 14:00:00.000015035,2025-12-24 18:15:00.068053293,true,3500491,3059942,2025-12-24 14:00:00.001327487,2025-12-24 18:15:00.068053293,3496073,3060106,2025-12-24 14:00:00.001327487,2025-12-24 18:15:00.068053293
2025-12,2025-12-26,true,28801,2025-12-26 14:00:00.000013455,2025-12-26 21:59:59.908476851,true,6209219,5499304,2025-12-26 14:00:00.000048593,2025-12-26 21:59:59.908476851,6201901,5499304,2025-12-26 14:00:00.000048593,2025-12-26 21:59:59.908476851
2025-12,2025-12-29,true,28800,2025-12-29 14:00:00.000012811,2025-12-29 21:59:59.000012811,true,9483553,7951289,2025-12-29 14:00:00.000208755,2025-12-29 21:59:59.897621247,9473450,7951478,2025-12-29 14:00:00.000208755,2025-12-29 21:59:59.897621247
2025-12,2025-12-30,true,28800,2025-12-30 14:00:00.000018545,2025-12-30 21:59:59.000018545,true,7672996,6434932,2025-12-30 14:00:00.030617811,2025-12-30 21:59:59.982876973,7664779,6435059,2025-12-30 14:00:00.030617811,2025-12-30 21:59:59.982876973
2025-12,2025-12-31,true,28801,2025-12-31 14:00:00.000011275,2025-12-31 21:59:59.868177373,true,9253445,7784716,2025-12-31 14:00:00.000057395,2025-12-31 21:59:59.868177373,9243805,7784716,2025-12-31 14:00:00.000057395,2025-12-31 21:59:59.868177373
